country,iso_code,date,total_vaccinations,people_vaccinated,people_fully_vaccinated,daily_vaccinations_raw,daily_vaccinations,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,daily_vaccinations_per_million,vaccines,source_name,source_website
Canada,CAN,31-01-2021,957229,845339,111890,5017,20111,2.54,2.24,0.3,533,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Official data from provinces via covid19tracker.ca,https://covid19tracker.ca/vaccinationtracker.html
Canada,CAN,01-02-2021,975492,859175,116317,18263,19363,2.58,2.28,0.31,513,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Official data from provinces via covid19tracker.ca,https://covid19tracker.ca/vaccinationtracker.html
Canada,CAN,02-02-2021,988202,867115,121087,12710,17107,2.62,2.3,0.32,453,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Official data from provinces via covid19tracker.ca,https://covid19tracker.ca/vaccinationtracker.html
Canada,CAN,03-02-2021,1001468,871335,130133,13266,15735,2.65,2.31,0.34,417,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Official data from provinces via covid19tracker.ca,https://covid19tracker.ca/vaccinationtracker.html
Canada,CAN,04-02-2021,1020066,877629,142437,18598,14863,2.7,2.33,0.38,394,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Official data from provinces via covid19tracker.ca,https://covid19tracker.ca/vaccinationtracker.html
Canada,CAN,05-02-2021,1042901,887398,155503,22835,15100,2.76,2.35,0.41,400,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Official data from provinces via covid19tracker.ca,https://covid19tracker.ca/vaccinationtracker.html
Canada,CAN,06-02-2021,1064370,895383,168987,21469,16023,2.82,2.37,0.45,425,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Official data from provinces via covid19tracker.ca,https://covid19tracker.ca/vaccinationtracker.html
Canada,CAN,07-02-2021,1077297,900713,176584,12927,17153,2.85,2.39,0.47,454,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Official data from provinces via covid19tracker.ca,https://covid19tracker.ca/vaccinationtracker.html
Canada,CAN,08-02-2021,1098746,911312,187434,21449,17608,2.91,2.41,0.5,467,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Official data from provinces via covid19tracker.ca,https://covid19tracker.ca/vaccinationtracker.html
Canada,CAN,09-02-2021,1124517,920458,204059,25771,19474,2.98,2.44,0.54,516,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Official data from provinces via covid19tracker.ca,https://covid19tracker.ca/vaccinationtracker.html
Canada,CAN,10-02-2021,1154277,930286,223991,29760,21830,3.06,2.46,0.59,578,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Official data from provinces via covid19tracker.ca,https://covid19tracker.ca/vaccinationtracker.html
Canada,CAN,11-02-2021,1186689,942589,244100,32412,23803,3.14,2.5,0.65,631,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Official data from provinces via covid19tracker.ca,https://covid19tracker.ca/vaccinationtracker.html
Canada,CAN,12-02-2021,1221839,955013,266826,35150,25563,3.24,2.53,0.71,677,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Official data from provinces via covid19tracker.ca,https://covid19tracker.ca/vaccinationtracker.html
Canada,CAN,13-02-2021,1255076,967606,287470,33237,27244,3.33,2.56,0.76,722,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Official data from provinces via covid19tracker.ca,https://covid19tracker.ca/vaccinationtracker.html
Canada,CAN,14-02-2021,1272900,971168,301732,17824,27943,3.37,2.57,0.8,740,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Official data from provinces via covid19tracker.ca,https://covid19tracker.ca/vaccinationtracker.html
Canada,CAN,15-02-2021,1282761,972779,309982,9861,26288,3.4,2.58,0.82,697,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Official data from provinces via covid19tracker.ca,https://covid19tracker.ca/vaccinationtracker.html
Canada,CAN,16-02-2021,1308918,981148,327770,26157,26343,3.47,2.6,0.87,698,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Official data from provinces via covid19tracker.ca,https://covid19tracker.ca/vaccinationtracker.html
Canada,CAN,17-02-2021,1329398,985975,343423,20480,25017,3.52,2.61,0.91,663,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Official data from provinces via covid19tracker.ca,https://covid19tracker.ca/vaccinationtracker.html
Canada,CAN,18-02-2021,1356423,993291,363132,27025,24248,3.59,2.63,0.96,642,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Official data from provinces via covid19tracker.ca,https://covid19tracker.ca/vaccinationtracker.html
Canada,CAN,19-02-2021,1404273,1016579,387694,47850,26062,3.72,2.69,1.03,691,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Official data from provinces via covid19tracker.ca,https://covid19tracker.ca/vaccinationtracker.html
Canada,CAN,20-02-2021,1453980,1049514,404466,49707,28415,3.85,2.78,1.07,753,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Official data from provinces via covid19tracker.ca,https://covid19tracker.ca/vaccinationtracker.html
Canada,CAN,21-02-2021,1496377,1078899,417478,42397,31925,3.96,2.86,1.11,846,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Official data from provinces via covid19tracker.ca,https://covid19tracker.ca/vaccinationtracker.html
Canada,CAN,22-02-2021,1558110,1108564,449546,61733,39336,4.13,2.94,1.19,1042,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Official data from provinces via covid19tracker.ca,https://covid19tracker.ca/vaccinationtracker.html
Canada,CAN,23-02-2021,1606472,1138700,467772,48362,42508,4.26,3.02,1.24,1126,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Official data from provinces via covid19tracker.ca,https://covid19tracker.ca/vaccinationtracker.html
Canada,CAN,24-02-2021,1652562,1170515,482047,46090,46166,4.38,3.1,1.28,1223,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Official data from provinces via covid19tracker.ca,https://covid19tracker.ca/vaccinationtracker.html
Canada,CAN,25-02-2021,1711455,1212595,498860,58893,50719,4.53,3.21,1.32,1344,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Official data from provinces via covid19tracker.ca,https://covid19tracker.ca/vaccinationtracker.html
Canada,CAN,26-02-2021,1778706,1266731,511975,67251,53490,4.71,3.36,1.36,1417,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Official data from provinces via covid19tracker.ca,https://covid19tracker.ca/vaccinationtracker.html
Canada,CAN,27-02-2021,1840435,1320653,519782,61729,55208,4.88,3.5,1.38,1463,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Official data from provinces via covid19tracker.ca,https://covid19tracker.ca/vaccinationtracker.html
Canada,CAN,28-02-2021,1887059,1362034,525025,46624,55812,5,3.61,1.39,1479,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Official data from provinces via covid19tracker.ca,https://covid19tracker.ca/vaccinationtracker.html
Canada,CAN,01-03-2021,1946200,1407961,538239,59141,55441,5.16,3.73,1.43,1469,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Official data from provinces via covid19tracker.ca,https://covid19tracker.ca/vaccinationtracker.html
Canada,CAN,02-03-2021,2018238,1470034,548204,72038,58824,5.35,3.89,1.45,1559,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Official data from provinces via covid19tracker.ca,https://covid19tracker.ca/vaccinationtracker.html
Canada,CAN,03-03-2021,2091700,1537273,554427,73462,62734,5.54,4.07,1.47,1662,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Official data from provinces via covid19tracker.ca,https://covid19tracker.ca/vaccinationtracker.html
Canada,CAN,04-03-2021,2169417,1610535,558882,77717,65423,5.75,4.27,1.48,1733,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Official data from provinces via covid19tracker.ca,https://covid19tracker.ca/vaccinationtracker.html
Canada,CAN,05-03-2021,2255174,1693203,561971,85757,68067,5.98,4.49,1.49,1803,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Official data from provinces via covid19tracker.ca,https://covid19tracker.ca/vaccinationtracker.html
Canada,CAN,06-03-2021,2329622,1765405,564217,74448,69884,6.17,4.68,1.49,1852,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Official data from provinces via covid19tracker.ca,https://covid19tracker.ca/vaccinationtracker.html
Canada,CAN,07-03-2021,2387189,1821470,565719,57567,71447,6.32,4.83,1.5,1893,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Official data from provinces via covid19tracker.ca,https://covid19tracker.ca/vaccinationtracker.html
Canada,CAN,08-03-2021,2473868,1898266,575602,86679,75381,6.55,5.03,1.53,1997,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Official data from provinces via covid19tracker.ca,https://covid19tracker.ca/vaccinationtracker.html
Canada,CAN,09-03-2021,2543253,1964221,579032,69385,75002,6.74,5.2,1.53,1987,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Official data from provinces via covid19tracker.ca,https://covid19tracker.ca/vaccinationtracker.html
Canada,CAN,10-03-2021,2621289,2037806,583483,78036,75656,6.95,5.4,1.55,2005,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Official data from provinces via covid19tracker.ca,https://covid19tracker.ca/vaccinationtracker.html
Canada,CAN,11-03-2021,2719317,2131666,587651,98028,78557,7.2,5.65,1.56,2081,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Official data from provinces via covid19tracker.ca,https://covid19tracker.ca/vaccinationtracker.html
Canada,CAN,12-03-2021,2830164,2239490,590674,110847,82141,7.5,5.93,1.57,2176,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Official data from provinces via covid19tracker.ca,https://covid19tracker.ca/vaccinationtracker.html
Canada,CAN,13-03-2021,2934007,2340676,593331,103843,86341,7.77,6.2,1.57,2288,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Official data from provinces via covid19tracker.ca,https://covid19tracker.ca/vaccinationtracker.html
Canada,CAN,14-03-2021,3026665,2431332,595333,92658,91354,8.02,6.44,1.58,2420,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Official data from provinces via covid19tracker.ca,https://covid19tracker.ca/vaccinationtracker.html
Canada,CAN,15-03-2021,3151305,2550387,600918,124640,96777,8.35,6.76,1.59,2564,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Official data from provinces via covid19tracker.ca,https://covid19tracker.ca/vaccinationtracker.html
Canada,CAN,16-03-2021,3271309,2666388,604921,120004,104008,8.67,7.06,1.6,2756,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Official data from provinces via covid19tracker.ca,https://covid19tracker.ca/vaccinationtracker.html
Canada,CAN,17-03-2021,3409996,2799925,610071,138687,112672,9.03,7.42,1.62,2985,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Official data from provinces via covid19tracker.ca,https://covid19tracker.ca/vaccinationtracker.html
Canada,CAN,18-03-2021,3566328,2950647,615681,156332,121002,9.45,7.82,1.63,3206,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Official data from provinces via covid19tracker.ca,https://covid19tracker.ca/vaccinationtracker.html
Canada,CAN,19-03-2021,3729312,3107711,621601,162984,128450,9.88,8.23,1.65,3403,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Official data from provinces via covid19tracker.ca,https://covid19tracker.ca/vaccinationtracker.html
Canada,CAN,20-03-2021,3862685,3236471,626214,133373,132668,10.23,8.58,1.66,3515,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Official data from provinces via covid19tracker.ca,https://covid19tracker.ca/vaccinationtracker.html
Canada,CAN,21-03-2021,3954285,3324329,629956,91600,132517,10.48,8.81,1.67,3511,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Official data from provinces via covid19tracker.ca,https://covid19tracker.ca/vaccinationtracker.html
Canada,CAN,22-03-2021,4100558,3467046,633512,146273,135608,10.86,9.19,1.68,3593,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Official data from provinces via covid19tracker.ca,https://covid19tracker.ca/vaccinationtracker.html
Canada,CAN,23-03-2021,4223272,3585845,637427,122714,135995,11.19,9.5,1.69,3603,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Official data from provinces via covid19tracker.ca,https://covid19tracker.ca/vaccinationtracker.html
Canada,CAN,24-03-2021,4393876,3751505,642371,170604,140554,11.64,9.94,1.7,3724,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Official data from provinces via covid19tracker.ca,https://covid19tracker.ca/vaccinationtracker.html
Canada,CAN,25-03-2021,4583950,3934959,648991,190074,145375,12.15,10.43,1.72,3852,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Official data from provinces via covid19tracker.ca,https://covid19tracker.ca/vaccinationtracker.html
Canada,CAN,26-03-2021,4800931,4143640,657291,216981,153088,12.72,10.98,1.74,4056,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Official data from provinces via covid19tracker.ca,https://covid19tracker.ca/vaccinationtracker.html
Canada,CAN,27-03-2021,4967497,4304842,662655,166566,157830,13.16,11.41,1.76,4182,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Official data from provinces via covid19tracker.ca,https://covid19tracker.ca/vaccinationtracker.html
Canada,CAN,28-03-2021,5113935,4447302,666633,146438,165664,13.55,11.78,1.77,4389,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Official data from provinces via covid19tracker.ca,https://covid19tracker.ca/vaccinationtracker.html
Canada,CAN,29-03-2021,5301234,4629020,672214,187299,171525,14.05,12.26,1.78,4545,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Official data from provinces via covid19tracker.ca,https://covid19tracker.ca/vaccinationtracker.html
Canada,CAN,30-03-2021,5470884,4791415,679469,169650,178230,14.5,12.7,1.8,4722,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Official data from provinces via covid19tracker.ca,https://covid19tracker.ca/vaccinationtracker.html
Canada,CAN,31-03-2021,5690380,5004406,685974,219496,185215,15.08,13.26,1.82,4907,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Official data from provinces via covid19tracker.ca,https://covid19tracker.ca/vaccinationtracker.html
Canada,CAN,01-04-2021,5896845,5200717,696128,206465,187556,15.62,13.78,1.84,4969,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Official data from provinces via covid19tracker.ca,https://covid19tracker.ca/vaccinationtracker.html
Canada,CAN,02-04-2021,6057090,5356913,700177,160245,179451,16.05,14.19,1.86,4755,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Official data from provinces via covid19tracker.ca,https://covid19tracker.ca/vaccinationtracker.html
Canada,CAN,03-04-2021,6258003,5553604,704399,200913,184358,16.58,14.71,1.87,4885,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Official data from provinces via covid19tracker.ca,https://covid19tracker.ca/vaccinationtracker.html
Canada,CAN,04-04-2021,6372110,5667707,704403,114107,179739,16.88,15.02,1.87,4762,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Official data from provinces via covid19tracker.ca,https://covid19tracker.ca/vaccinationtracker.html
Canada,CAN,05-04-2021,6555389,5836927,718462,183279,179165,17.37,15.47,1.9,4747,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Official data from provinces via covid19tracker.ca,https://covid19tracker.ca/vaccinationtracker.html
Canada,CAN,06-04-2021,6758617,6027659,730958,203228,183962,17.91,15.97,1.94,4874,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Official data from provinces via covid19tracker.ca,https://covid19tracker.ca/vaccinationtracker.html
Canada,CAN,07-04-2021,6990144,6243477,746667,231527,185681,18.52,16.54,1.98,4920,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Official data from provinces via covid19tracker.ca,https://covid19tracker.ca/vaccinationtracker.html
Canada,CAN,08-04-2021,7252560,6488833,763727,262416,193674,19.22,17.19,2.02,5132,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Official data from provinces via covid19tracker.ca,https://covid19tracker.ca/vaccinationtracker.html
Canada,CAN,09-04-2021,7569321,6788921,780400,316761,216033,20.06,17.99,2.07,5724,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Official data from provinces via covid19tracker.ca,https://covid19tracker.ca/vaccinationtracker.html
Canada,CAN,10-04-2021,7814748,7020562,794186,245427,222392,20.71,18.6,2.1,5892,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Official data from provinces via covid19tracker.ca,https://covid19tracker.ca/vaccinationtracker.html
Canada,CAN,11-04-2021,7996122,7198857,797265,181374,232002,21.19,19.07,2.11,6147,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Official data from provinces via covid19tracker.ca,https://covid19tracker.ca/vaccinationtracker.html
Canada,CAN,12-04-2021,8330898,7515239,815659,334776,253644,22.07,19.91,2.16,6720,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Official data from provinces via covid19tracker.ca,https://covid19tracker.ca/vaccinationtracker.html
Canada,CAN,13-04-2021,8601331,7772264,829067,270433,263245,22.79,20.59,2.2,6975,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Official data from provinces via covid19tracker.ca,https://covid19tracker.ca/vaccinationtracker.html
Canada,CAN,14-04-2021,8898865,8058263,840602,297534,272674,23.58,21.35,2.23,7225,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Official data from provinces via covid19tracker.ca,https://covid19tracker.ca/vaccinationtracker.html
Canada,CAN,15-04-2021,9205307,8350721,854586,306442,278964,24.39,22.13,2.26,7391,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Official data from provinces via covid19tracker.ca,https://covid19tracker.ca/vaccinationtracker.html
Canada,CAN,16-04-2021,9525732,8641720,884012,320425,279487,25.24,22.9,2.34,7405,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Official data from provinces via covid19tracker.ca,https://covid19tracker.ca/vaccinationtracker.html
Canada,CAN,17-04-2021,9779909,8871849,908060,254177,280737,25.91,23.51,2.41,7438,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Official data from provinces via covid19tracker.ca,https://covid19tracker.ca/vaccinationtracker.html
Canada,CAN,18-04-2021,9980626,9067412,913214,200717,283501,26.44,24.02,2.42,7512,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Official data from provinces via covid19tracker.ca,https://covid19tracker.ca/vaccinationtracker.html
Canada,CAN,19-04-2021,10243418,9309934,933484,262792,273217,27.14,24.67,2.47,7239,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Official data from provinces via covid19tracker.ca,https://covid19tracker.ca/vaccinationtracker.html
Canada,CAN,20-04-2021,10481418,9536454,944964,238000,268584,27.77,25.27,2.5,7116,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Official data from provinces via covid19tracker.ca,https://covid19tracker.ca/vaccinationtracker.html
Canada,CAN,21-04-2021,10798150,9840205,957945,316732,271326,28.61,26.07,2.54,7189,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Official data from provinces via covid19tracker.ca,https://covid19tracker.ca/vaccinationtracker.html
Canada,CAN,22-04-2021,11158636,10184121,974515,360486,279047,29.57,26.98,2.58,7394,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Official data from provinces via covid19tracker.ca,https://covid19tracker.ca/vaccinationtracker.html
Canada,CAN,23-04-2021,11526938,10533458,993480,368302,285887,30.54,27.91,2.63,7575,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Official data from provinces via covid19tracker.ca,https://covid19tracker.ca/vaccinationtracker.html
Canada,CAN,24-04-2021,11813201,10804552,1008649,286263,290470,31.3,28.63,2.67,7696,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Official data from provinces via covid19tracker.ca,https://covid19tracker.ca/vaccinationtracker.html
Canada,CAN,25-04-2021,12045041,11026753,1018288,231840,294916,31.91,29.22,2.7,7814,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Official data from provinces via covid19tracker.ca,https://covid19tracker.ca/vaccinationtracker.html
Canada,CAN,26-04-2021,12307785,11280635,1027150,262744,294910,32.61,29.89,2.72,7814,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Official data from provinces via covid19tracker.ca,https://covid19tracker.ca/vaccinationtracker.html
Canada,CAN,27-04-2021,12564325,11518249,1046076,256540,297558,33.29,30.52,2.77,7884,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Official data from provinces via covid19tracker.ca,https://covid19tracker.ca/vaccinationtracker.html
Canada,CAN,28-04-2021,12826266,11764830,1061436,261941,289731,33.98,31.17,2.81,7677,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Official data from provinces via covid19tracker.ca,https://covid19tracker.ca/vaccinationtracker.html
Canada,CAN,29-04-2021,13131871,12049818,1082053,305605,281891,34.79,31.93,2.87,7469,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Official data from provinces via covid19tracker.ca,https://covid19tracker.ca/vaccinationtracker.html
Canada,CAN,30-04-2021,13420198,12330084,1090114,288327,270466,35.56,32.67,2.89,7166,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Official data from provinces via covid19tracker.ca,https://covid19tracker.ca/vaccinationtracker.html
Canada,CAN,01-05-2021,13652375,12534545,1117830,232177,262739,36.17,33.21,2.96,6961,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Official data from provinces via covid19tracker.ca,https://covid19tracker.ca/vaccinationtracker.html
Canada,CAN,02-05-2021,13825476,12696698,1128778,173101,254348,36.63,33.64,2.99,6739,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Official data from provinces via covid19tracker.ca,https://covid19tracker.ca/vaccinationtracker.html
Canada,CAN,03-05-2021,14051490,12914613,1136877,226014,249101,37.23,34.22,3.01,6600,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Official data from provinces via covid19tracker.ca,https://covid19tracker.ca/vaccinationtracker.html
Canada,CAN,04-05-2021,14284234,13128106,1156128,232744,245701,37.85,34.78,3.06,6510,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Official data from provinces via covid19tracker.ca,https://covid19tracker.ca/vaccinationtracker.html
Canada,CAN,05-05-2021,14568067,13394105,1173962,283833,248829,38.6,35.49,3.11,6593,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Official data from provinces via covid19tracker.ca,https://covid19tracker.ca/vaccinationtracker.html
Canada,CAN,06-05-2021,14924694,13728528,1196166,356627,256118,39.54,36.37,3.17,6786,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Official data from provinces via covid19tracker.ca,https://covid19tracker.ca/vaccinationtracker.html
Canada,CAN,07-05-2021,15325183,14104164,1221019,400489,272141,40.6,37.37,3.24,7211,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Official data from provinces via covid19tracker.ca,https://covid19tracker.ca/vaccinationtracker.html
Canada,CAN,08-05-2021,15652046,14411049,1240997,326863,285667,41.47,38.18,3.29,7569,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Official data from provinces via covid19tracker.ca,https://covid19tracker.ca/vaccinationtracker.html
Canada,CAN,09-05-2021,15917555,14668624,1248931,265509,298868,42.17,38.87,3.31,7919,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Official data from provinces via covid19tracker.ca,https://covid19tracker.ca/vaccinationtracker.html
Canada,CAN,10-05-2021,16258155,14991030,1267125,340600,315238,43.08,39.72,3.36,8352,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Official data from provinces via covid19tracker.ca,https://covid19tracker.ca/vaccinationtracker.html
Canada,CAN,11-05-2021,16557932,15272541,1285391,299777,324814,43.87,40.47,3.41,8606,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Official data from provinces via covid19tracker.ca,https://covid19tracker.ca/vaccinationtracker.html
Canada,CAN,12-05-2021,16904709,15596419,1308290,346777,333806,44.79,41.32,3.47,8844,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Official data from provinces via covid19tracker.ca,https://covid19tracker.ca/vaccinationtracker.html
Canada,CAN,13-05-2021,17297879,15961692,1336187,393170,339026,45.83,42.29,3.54,8983,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Official data from provinces via covid19tracker.ca,https://covid19tracker.ca/vaccinationtracker.html
Canada,CAN,14-05-2021,17734322,16363943,1370379,436443,344163,46.99,43.36,3.63,9119,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Official data from provinces via covid19tracker.ca,https://covid19tracker.ca/vaccinationtracker.html
Canada,CAN,15-05-2021,18098814,16703298,1395516,364492,349538,47.95,44.26,3.7,9261,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Official data from provinces via covid19tracker.ca,https://covid19tracker.ca/vaccinationtracker.html
Canada,CAN,16-05-2021,18415880,17004917,1410963,317066,356904,48.79,45.06,3.74,9456,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Official data from provinces via covid19tracker.ca,https://covid19tracker.ca/vaccinationtracker.html
Canada,CAN,17-05-2021,18805903,17381262,1424641,390023,363964,49.83,46.05,3.77,9643,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Official data from provinces via covid19tracker.ca,https://covid19tracker.ca/vaccinationtracker.html
Canada,CAN,18-05-2021,19088798,17638053,1450745,282895,361552,50.58,46.73,3.84,9580,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Official data from provinces via covid19tracker.ca,https://covid19tracker.ca/vaccinationtracker.html
Canada,CAN,19-05-2021,19444593,17958575,1486018,355795,362841,51.52,47.58,3.94,9614,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Official data from provinces via covid19tracker.ca,https://covid19tracker.ca/vaccinationtracker.html
Canada,CAN,20-05-2021,19841562,18312021,1529541,396969,363383,52.57,48.52,4.05,9628,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Official data from provinces via covid19tracker.ca,https://covid19tracker.ca/vaccinationtracker.html
Canada,CAN,21-05-2021,20329783,18748185,1581598,488221,370780,53.86,49.67,4.19,9824,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Official data from provinces via covid19tracker.ca,https://covid19tracker.ca/vaccinationtracker.html
Canada,CAN,22-05-2021,20718109,19088516,1629593,388326,374185,54.89,50.58,4.32,9914,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Official data from provinces via covid19tracker.ca,https://covid19tracker.ca/vaccinationtracker.html
Canada,CAN,23-05-2021,21026606,19372979,1653627,308497,372961,55.71,51.33,4.38,9882,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Official data from provinces via covid19tracker.ca,https://covid19tracker.ca/vaccinationtracker.html
Canada,CAN,24-05-2021,21381544,19709001,1672543,354938,367949,56.65,52.22,4.43,9749,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Official data from provinces via covid19tracker.ca,https://covid19tracker.ca/vaccinationtracker.html
Canada,CAN,25-05-2021,21637723,19942129,1695594,256179,364132,57.33,52.84,4.49,9648,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Official data from provinces via covid19tracker.ca,https://covid19tracker.ca/vaccinationtracker.html
Canada,CAN,26-05-2021,21939046,20195328,1743718,301323,356350,58.13,53.51,4.62,9442,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Official data from provinces via covid19tracker.ca,https://covid19tracker.ca/vaccinationtracker.html
